table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.28,"Judicial officers (FTE and number per 100,000 people)",2020-21,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Aust,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,NSW,5.3
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Vic,9.6
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Qld,8.6
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,WA,4.4
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,2.7
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Tas,3.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,ACT,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,NT,1.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Aust,35.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,NSW,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Vic,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Qld,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,WA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Tas,0.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,ACT,0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,NT,0.6
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Aust,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,NSW,5.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Vic,9.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Qld,8.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,WA,4.4
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,3.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Tas,2.9
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,ACT,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,NT,1.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Aust,34.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,NSW,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Vic,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Qld,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,WA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Tas,0.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,ACT,0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,NT,0.6
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Aust,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,NSW,5.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Vic,9.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Qld,8.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,WA,3.9
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,2.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Tas,2.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,ACT,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,NT,1.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Aust,34.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,NSW,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Vic,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Qld,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,WA,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Tas,0.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,ACT,0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,NT,0.6
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Aust,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,NSW,5.3
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Vic,9.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Qld,8.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,WA,4.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,2.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Tas,2.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,ACT,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,NT,1.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Aust,32.7
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,NSW,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Vic,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Qld,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,WA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Tas,0.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,ACT,0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,NT,0.6
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Aust,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,NSW,5.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Vic,9.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Qld,8.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,WA,3.9
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,2.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Tas,2.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,ACT,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,NT,1.6
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,Aust,32.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,NSW,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Vic,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Qld,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,WA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Tas,0.5
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,ACT,0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,NT,0.6
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,Aust,0.1
